test model relativeRisk haplotypeLength recFrac Holdout_mTDT2G_useDistances_01 Holdout_mTDT2G_useDistances_05 Holdout_mTDT2G_useDistances_001 Holdout_mTDT2G_useDistances_005 Holdout_ScoreTDT_01 Holdout_ScoreTDT_05 Holdout_ScoreTDT_001 Holdout_ScoreTDT_005 Holdout_mTDT_01 Holdout_mTDT_05 Holdout_mTDT_001 Holdout_mTDT_005 
PowerOneLocus Additive 2.4 10 0.0000500 0.3 0.4 0.15 0.28 0.23 0.31 0.1 0.18 0.25 0.39 0.13 0.21
PowerOneLocus Additive 2.4 10 0.0001000 0.11 0.19 0.06 0.11 0.04 0.18 0.03 0.04 0.05 0.17 0.03 0.05
PowerOneLocus Additive 2.4 10 0.0001500 0.12 0.19 0.06 0.08 0.05 0.09 0.02 0.04 0.05 0.14 0.03 0.04
PowerOneLocus Additive 2.4 10 0.0002000 0.08 0.15 0.03 0.05 0.06 0.11 0.02 0.04 0.07 0.11 0.02 0.04
PowerOneLocus Additive 2.6 10 0.0000000 0.61 0.68 0.53 0.56 0.55 0.65 0.42 0.5 0.58 0.65 0.5 0.56
PowerOneLocus Additive 2.6 10 0.0000500 0.35 0.46 0.24 0.33 0.24 0.42 0.12 0.19 0.27 0.43 0.18 0.23
PowerOneLocus Additive 2.6 10 0.0001000 0.12 0.27 0.05 0.08 0.06 0.18 0 0.06 0.08 0.22 0.03 0.06
PowerOneLocus Additive 2.6 10 0.0001500 0.09 0.19 0.05 0.07 0.05 0.13 0.01 0.03 0.06 0.16 0.03 0.05
PowerOneLocus Additive 2.6 10 0.0002000 0.06 0.18 0.02 0.04 0.06 0.15 0.02 0.03 0.05 0.15 0.02 0.04
PowerOneLocus DomOrDom 1.2 10 0.0000000 0.37 0.5 0.29 0.35 0.3 0.39 0.2 0.27 0.34 0.45 0.23 0.29
PowerOneLocus DomOrDom 1.2 10 0.0000500 0.14 0.25 0.09 0.12 0.11 0.19 0.06 0.09 0.15 0.2 0.09 0.12
PowerOneLocus DomOrDom 1.2 10 0.0001000 0.01 0.11 0 0 0.02 0.06 0 0 0.01 0.05 0 0
PowerOneLocus DomOrDom 1.2 10 0.0001500 0.02 0.08 0.01 0.02 0.01 0.03 0 0.01 0.01 0.08 0 0.01
PowerOneLocus DomOrDom 1.2 10 0.0002000 0.03 0.07 0.01 0.01 0.02 0.06 0 0 0.03 0.07 0 0.01
PowerOneLocus DomOrDom 1.6 10 0.0000000 0.51 0.59 0.42 0.5 0.45 0.52 0.29 0.4 0.49 0.55 0.38 0.49
PowerOneLocus DomOrDom 1.6 10 0.0000500 0.24 0.31 0.12 0.18 0.13 0.27 0.07 0.11 0.17 0.27 0.09 0.15
PowerOneLocus DomOrDom 1.6 10 0.0001000 0.1 0.18 0.05 0.09 0.05 0.08 0.01 0.02 0.05 0.1 0.02 0.03
PowerOneLocus DomOrDom 1.6 10 0.0001500 0.07 0.16 0.05 0.05 0.02 0.08 0 0.01 0.03 0.1 0 0.03
PowerOneLocus DomOrDom 1.6 10 0.0002000 0.04 0.2 0 0.03 0.04 0.1 0.02 0.04 0.05 0.11 0.02 0.05
PowerOneLocus DomOrDom 2.0 10 0.0000000 0.58 0.67 0.49 0.55 0.51 0.57 0.38 0.46 0.55 0.59 0.44 0.53
PowerOneLocus DomOrDom 2.0 10 0.0000500 0.22 0.36 0.15 0.18 0.2 0.29 0.1 0.16 0.21 0.31 0.12 0.18
PowerOneLocus DomOrDom 2.0 10 0.0001000 0.12 0.2 0.04 0.09 0.07 0.11 0 0.04 0.05 0.15 0 0.04
PowerOneLocus DomOrDom 2.0 10 0.0001500 0.08 0.17 0.02 0.05 0.03 0.11 0.01 0.03 0.05 0.13 0.02 0.04
PowerOneLocus DomOrDom 2.0 10 0.0002000 0.08 0.19 0.01 0.05 0.06 0.15 0.02 0.04 0.07 0.15 0.02 0.04
PowerOneLocus DomOrDom 2.4 10 0.0000000 0.63 0.72 0.51 0.61 0.55 0.66 0.45 0.54 0.59 0.69 0.51 0.57
PowerOneLocus DomOrDom 2.4 10 0.0000500 0.33 0.41 0.24 0.29 0.3 0.41 0.14 0.22 0.31 0.44 0.16 0.27
PowerOneLocus DomOrDom 2.4 10 0.0001000 0.14 0.25 0.05 0.09 0.07 0.2 0.02 0.03 0.11 0.2 0.02 0.05
PowerOneLocus DomOrDom 2.4 10 0.0001500 0.09 0.18 0.03 0.07 0.04 0.16 0.03 0.03 0.05 0.19 0.02 0.03
PowerOneLocus DomOrDom 2.4 10 0.0002000 0.08 0.17 0.03 0.06 0.06 0.12 0.03 0.03 0.06 0.11 0.03 0.04
PowerOneLocus DomOrDom 2.6 10 0.0000000 0.64 0.73 0.58 0.6 0.59 0.66 0.48 0.57 0.6 0.7 0.53 0.58
PowerOneLocus DomOrDom 2.6 10 0.0000500 0.38 0.49 0.2 0.29 0.23 0.37 0.1 0.19 0.27 0.42 0.15 0.22
PowerOneLocus DomOrDom 2.6 10 0.0001000 0.16 0.26 0.07 0.09 0.07 0.18 0.02 0.03 0.11 0.2 0.03 0.08
PowerOneLocus DomOrDom 2.6 10 0.0001500 0.1 0.16 0.05 0.09 0.07 0.16 0.03 0.06 0.09 0.16 0.02 0.06
PowerOneLocus DomOrDom 2.6 10 0.0002000 0.09 0.2 0.04 0.08 0.04 0.16 0.02 0.03 0.04 0.14 0.02 0.03
PowerOneLocus RecOrRec 1.2 10 0.0000000 0.38 0.52 0.24 0.33 0.3 0.42 0.18 0.24 0.33 0.45 0.22 0.29
PowerOneLocus RecOrRec 1.2 10 0.0000500 0.11 0.23 0.07 0.1 0.08 0.19 0.02 0.06 0.11 0.22 0.05 0.09
PowerOneLocus RecOrRec 1.2 10 0.0001000 0.01 0.04 0.01 0.01 0.02 0.06 0 0.01 0.03 0.07 0 0.02
PowerOneLocus RecOrRec 1.2 10 0.0001500 0.02 0.05 0.01 0.01 0.01 0.06 0 0 0.01 0.09 0 0
PowerOneLocus RecOrRec 1.2 10 0.0002000 0.03 0.1 0.02 0.02 0.01 0.04 0.01 0.01 0.02 0.05 0.01 0.01
PowerOneLocus RecOrRec 1.6 10 0.0000000 0.44 0.5 0.33 0.4 0.34 0.48 0.21 0.28 0.38 0.53 0.27 0.33
PowerOneLocus RecOrRec 1.6 10 0.0000500 0.14 0.27 0.08 0.11 0.13 0.17 0.05 0.1 0.14 0.2 0.07 0.11
PowerOneLocus RecOrRec 1.6 10 0.0001000 0.04 0.1 0 0.01 0.01 0.07 0 0 0.01 0.08 0 0
PowerOneLocus RecOrRec 1.6 10 0.0001500 0.01 0.08 0 0.01 0.02 0.06 0 0.01 0.03 0.08 0.01 0.02
PowerOneLocus RecOrRec 1.6 10 0.0002000 0.01 0.07 0.01 0.01 0.02 0.08 0.01 0.02 0.02 0.09 0.01 0.02
PowerOneLocus RecOrRec 2.0 10 0.0000000 0.47 0.52 0.37 0.45 0.38 0.5 0.25 0.34 0.42 0.55 0.31 0.39
PowerOneLocus RecOrRec 2.0 10 0.0000500 0.17 0.33 0.12 0.15 0.13 0.26 0.08 0.13 0.15 0.25 0.09 0.14
PowerOneLocus RecOrRec 2.0 10 0.0001000 0.07 0.16 0.02 0.04 0.01 0.04 0 0.01 0.02 0.09 0.01 0.01
PowerOneLocus RecOrRec 2.0 10 0.0001500 0.05 0.09 0.03 0.05 0.03 0.08 0 0 0.04 0.08 0 0.02
PowerOneLocus RecOrRec 2.0 10 0.0002000 0.03 0.07 0.02 0.03 0.03 0.1 0.01 0.02 0.04 0.11 0.01 0.02
PowerOneLocus RecOrRec 2.4 10 0.0000000 0.51 0.61 0.39 0.48 0.47 0.56 0.34 0.43 0.49 0.61 0.38 0.45
PowerOneLocus RecOrRec 2.4 10 0.0000500 0.21 0.32 0.13 0.16 0.16 0.23 0.08 0.12 0.15 0.26 0.11 0.13
PowerOneLocus RecOrRec 2.4 10 0.0001000 0.11 0.23 0.04 0.08 0.02 0.12 0 0 0.04 0.14 0.01 0.01
PowerOneLocus RecOrRec 2.4 10 0.0001500 0.07 0.12 0.01 0.06 0.04 0.11 0.01 0.02 0.07 0.13 0.01 0.05
PowerOneLocus RecOrRec 2.4 10 0.0002000 0.03 0.13 0.02 0.02 0.04 0.09 0.02 0.03 0.06 0.08 0.03 0.04
PowerOneLocus RecOrRec 2.6 10 0.0000000 0.6 0.66 0.48 0.58 0.53 0.6 0.41 0.51 0.55 0.63 0.45 0.55
PowerOneLocus RecOrRec 2.6 10 0.0000500 0.26 0.36 0.15 0.22 0.19 0.29 0.1 0.16 0.22 0.32 0.12 0.2
PowerOneLocus RecOrRec 2.6 10 0.0001000 0.09 0.2 0.03 0.05 0.04 0.16 0 0.02 0.06 0.18 0 0.03
PowerOneLocus RecOrRec 2.6 10 0.0001500 0.06 0.17 0.01 0.04 0.04 0.09 0.01 0.03 0.05 0.14 0.02 0.03
PowerOneLocus RecOrRec 2.6 10 0.0002000 0.08 0.13 0.02 0.05 0.04 0.13 0.03 0.04 0.07 0.13 0.03 0.03
